AMKA;first_name;last_name;age;phone_number
11015069737;Δήμητρα;Κωνσταντινίδου;15;146-641-6031
11015027480;Γεωργία;Αναστασιάδου;83;614-277-2973
11015060157;Αλεξάνδρα;Παππά;58;655-405-3451
11015027104;Άννα;Διαμαντή;15;134-649-8574
11015017892;Βασιλική;Μακρή;96;380-541-5545
11015013681;Άννα;Στεργίου;30;455-183-8295
11015084444;Ελένη;Παπαδοπούλου;61;570-310-6009
11015076630;Χριστίνα;Παππά;10;928-996-6889
11015030706;Δέσποινα;Διαμαντή;98;315-975-2200
11015009142;Άννα;Δημητρίου;52;277-319-6412
11015094399;Μαρίνα;Στεργίου;2;460-891-4507
11015073241;Χρύσα;Παπαδοπούλου;17;474-708-0047
11015059971;Βασιλική;Δημητρίου;88;817-662-6292
11015058534;Δέσποινα;Δημητρίου;41;313-771-1726
11015055449;Μαρίνα;Παπαδοπούλου;32;473-156-2125
11015016982;Χρύσα;Βλάχου;40;230-225-9692
11015094111;Φωτεινή;Διαμαντή;51;290-620-1426
11015092952;Αλεξάνδρα;Διαμαντή;83;561-360-2714
11015011889;Αλεξάνδρα;Βλάχου;41;940-169-8132
11015061325;Αντωνία;Αναστασιάδου;16;908-126-6669
11015025874;Ευαγγελία;Αναστασιάδου;80;909-621-9389
11015098947;Νικολέτα;Νικολάου;52;243-911-1170
11015044531;Νικολέτα;Ιωάννου;35;733-990-0118
11015055760;Ειρήνη;Ιωάννου;63;776-189-8713
11015085309;Δήμητρα;Οικονόμου;46;549-994-4298
11015081517;Αγγελική;Νικολάου;83;518-383-1473
11015065991;Ειρήνη;Νικολάου;14;937-347-4538
11015094530;Δέσποινα;Χατζή;59;356-209-3715
11015052246;Κατερίνα;Δημητρίου;59;827-403-2949
11015094040;Αλεξάνδρα;Σαμαρά;14;567-881-1791
11015065642;Μαρία;Κυριακού;76;632-237-0509
11015007778;Σοφία;Διαμαντή;68;200-793-6760
11015063163;Χρύσα;Κωνσταντινίδου;22;962-717-4410
11015019113;Ευαγγελία;Αναστασιάδου;52;916-260-2442
11015024189;Αντωνία;Μιχαηλίδου;33;134-372-6655
11015045683;Βασιλική;Παπαδοπούλου;52;205-634-5569
11015026686;Γεωργία;Πανταζή;78;261-848-8187
11015039752;Δήμητρα;Καραγιάννη;26;907-407-7856
11015007769;Δέσποινα;Χατζή;45;646-210-3219
11015073269;Αντωνία;Μιχαηλίδου;26;334-471-0484
11015047805;Βασιλική;Ιωάννου;6;488-951-6161
11015076042;Νικολέτα;Μακρή;99;679-732-7874
11015069577;Αγγελική;Αγγελιδάκη;68;690-150-2087
11015078237;Ιωάννα;Ιωάννου;48;602-439-9878
11015000070;Αντωνία;Πανταζή;59;972-254-1648
11015084033;Μαρία;Ιωάννου;70;813-614-4293
11015049055;Αντωνία;Αναστασιάδου;17;551-917-6517
11015098279;Άννα;Μιχαηλίδου;13;586-257-9936
11015074838;Ελένη;Σαμαρά;62;931-139-3450
11015062164;Δέσποινα;Πανταζή;84;600-516-0181
11015088495;Άννα;Αναστασιάδου;66;834-875-3183
11015078834;Ειρήνη;Κωνσταντινίδου;6;863-850-7746
11015007821;Σοφία;Οικονόμου;44;306-689-6960
11015096351;Αγγελική;Μακρή;80;270-423-1624
11015041213;Βασιλική;Πανταζή;51;558-277-5383
11015067150;Δέσποινα;Αναστασιάδου;51;409-446-9924
11015035603;Ιωάννα;Σαμαρά;85;323-633-5801
99900000011;Άννα;Διαμαντή;30;994-334-8439
11015032697;Φωτεινή;Βλάχου;42;624-117-6045
11015098885;Αντωνία;Ιωάννου;5;705-256-8490
11015068890;Αγγελική;Διαμαντή;48;704-260-6127
11015027827;Άννα;Χατζή;73;682-348-5087
11015088002;Νικολέτα;Αγγελιδάκη;52;449-632-7480
11015086246;Κατερίνα;Γεωργίου;58;915-785-1369
11015050541;Γεωργία;Ιωάννου;8;326-881-8225
11015006494;Βασιλική;Μιχαηλίδου;50;803-378-4798
11015021324;Κατερίνα;Χατζή;19;683-194-5138
11015098867;Φωτεινή;Κωνσταντινίδου;90;212-754-8813
11015087227;Σοφία;Νικολάου;99;853-977-1837
11015085336;Κατερίνα;Οικονόμου;87;746-631-9500
11015025133;Άννα;Κυριακού;3;269-677-4741
11015003264;Φωτεινή;Αγγελιδάκη;99;232-267-4393
11015059310;Αγγελική;Πανταζή;73;820-937-3663
11015083908;Νικολέτα;Βλάχου;33;275-327-8051
11015067962;Ευαγγελία;Μακρή;84;792-350-4249
11015007947;Ιωάννα;Πανταζή;45;978-493-9512
11015051158;Άννα;Πανταζή;33;176-592-1987
11015030920;Άννα;Γεωργίου;48;177-331-5156
11015083926;Δήμητρα;Κωνσταντινίδου;81;819-210-3443
11015097118;Δέσποινα;Αναστασιάδου;23;184-412-7779
11015015509;Αγγελική;Πανταζή;65;539-922-0727
11015031769;Σοφία;Κωνσταντινίδου;35;824-909-5426
11015030305;Αντωνία;Σαμαρά;34;752-493-4991
11015035097;Μαρία;Οικονόμου;65;947-432-9551
11015009543;Μαρία;Μιχαηλίδου;39;343-379-2510
11015016054;Νικολέτα;Μιχαηλίδου;64;545-154-6504
11015059604;Αγγελική;Νικολάου;82;857-195-3349
11015037629;Νικολέτα;Στεργίου;67;439-911-0526
11015009115;Αντωνία;Κυριακού;60;682-654-6744
11015061815;Ελένη;Κωνσταντινίδου;58;128-766-5572
11015044023;Ιωάννα;Χατζή;39;695-558-2421
11015010693;Μαρίνα;Χατζή;49;420-891-1564
11015001042;Σοφία;Νικολάου;33;920-230-9905
11015008143;Νικολέτα;Παπαδοπούλου;50;991-954-3139
11015055733;Άννα;Καραγιάννη;61;316-137-6952
11015079959;Αλεξάνδρα;Παππά;53;275-769-7317
11015026837;Γεωργία;Ιωάννου;11;585-278-9432
11015027195;Ιωάννα;Κυριακού;14;980-740-6372
11015049046;Φωτεινή;Γεωργίου;33;912-989-2075
11015083105;Φωτεινή;Κυριακού;59;632-588-4923
11015062173;Ελένη;Μακρή;27;388-831-4962
11015033543;Χρύσα;Γεωργίου;42;671-296-9356
11015097038;Αντωνία;Πανταζή;70;649-113-2764
11015078987;Μαρία;Καραγιάννη;71;372-192-7565
11015025829;Κατερίνα;Μιχαηλίδου;73;317-575-2579
11015069461;Δέσποινα;Βλάχου;97;547-911-4412
11015056581;Ιωάννα;Οικονόμου;55;596-405-7489
99900000012;Βασιλική;Αγγελιδάκη;90;950-780-0409
11015028513;Ελένη;Δημητρίου;30;801-325-7032
11015082151;Γεωργία;Νικολάου;77;814-998-9210
11015043426;Φωτεινή;Οικονόμου;27;417-979-4933
11015053904;Δήμητρα;Οικονόμου;87;279-840-5273
11015028951;Μαρία;Αγγελιδάκη;81;861-534-7016
11015061361;Βασιλική;Διαμαντή;22;665-406-8819
11015052255;Κατερίνα;Γεωργίου;51;956-354-1628
11015064297;Μαρίνα;Αναστασιάδου;99;148-591-8694
11015074598;Άννα;Σαμαρά;16;982-453-6976
11015084952;Χριστίνα;Παπαδοπούλου;39;217-673-7524
11015020110;Ευαγγελία;Αγγελιδάκη;76;857-105-7219
11015035587;Μαρία;Καραγιάννη;65;843-174-0116
11015084550;Βασιλική;Αναστασιάδου;75;138-943-4329
11015070226;Μαρία;Ιωάννου;76;526-765-5693
11015093461;Δέσποινα;Σαμαρά;33;425-752-3641
11015052969;Δέσποινα;Γεωργίου;22;898-954-8935
11015096958;Βασιλική;Μακρή;42;893-117-7135
11015075016;Δέσποινα;Δημητρίου;6;556-130-8004
99900000013;Χρύσα;Κωνσταντινίδου;59;583-559-0419
11015043550;Μαρίνα;Μακρή;11;115-735-8462
11015035391;Χριστίνα;Μιχαηλίδου;28;779-998-2621
11015061165;Κατερίνα;Σαμαρά;25;264-620-4626
11015003996;Χριστίνα;Κυριακού;49;916-628-7776
11015062618;Μαρία;Χατζή;13;403-135-3609
99900000014;Ειρήνη;Αγγελιδάκη;15;261-986-4679
11015021020;Αγγελική;Οικονόμου;27;923-324-1741
11015032107;Δήμητρα;Μιχαηλίδου;62;599-283-3779
11015048458;Ευαγγελία;Διαμαντή;63;731-709-9170
11015014788;Ιωάννα;Διαμαντή;34;760-182-9877
11015099839;Αγγελική;Γεωργίου;74;786-672-1708
11015061316;Δήμητρα;Καραγιάννη;43;598-912-1955
11015094567;Σοφία;Κυριακού;13;796-746-4025
11015009286;Αγγελική;Παπαδοπούλου;87;840-521-4857
99900000015;Βασιλική;Μιχαηλίδου;66;917-503-0107
11015026418;Άννα;Παππά;25;512-387-9576
11015015073;Βασιλική;Πανταζή;37;348-411-0819
99900000016;Δήμητρα;Κωνσταντινίδου;86;253-431-9466
11015007698;Χριστίνα;Σαμαρά;21;134-821-8628
11015026098;Ειρήνη;Πανταζή;100;117-971-5158
11015033829;Βασιλική;Κυριακού;84;956-741-9299
11015016018;Χριστίνα;Γεωργίου;76;338-245-1938
11015062333;Σοφία;Νικολάου;91;471-769-0009
11015046049;Ιωάννα;Ιωάννου;89;633-774-8666
11015018356;Ειρήνη;Ιωάννου;47;375-717-0427
11015064858;Αγγελική;Παπαδοπούλου;26;456-608-2921
11015008456;Βασιλική;Διαμαντή;50;919-869-3850
99900000017;Νικολέτα;Βλάχου;99;969-776-8747
11015008232;Ιωάννα;Καραγιάννη;76;399-385-7533
11015062841;Βασιλική;Δημητρίου;92;784-959-8657
11015049894;Άννα;Δημητρίου;53;337-559-8037
11015042962;Δέσποινα;Δημητρίου;86;988-436-2854
11015081508;Νικολέτα;Ιωάννου;8;131-810-0325
11015090963;Χριστίνα;Αναστασιάδου;17;129-571-3896
11015083301;Αγγελική;Διαμαντή;83;292-764-4938
99900000018;Φωτεινή;Νικολάου;41;957-560-6535
11015073018;Αντωνία;Σαμαρά;27;364-582-1823
11015013592;Φωτεινή;Μιχαηλίδου;9;265-913-4817
11015030163;Βασιλική;Γεωργίου;52;166-530-1069
11015090339;Δήμητρα;Σαμαρά;49;685-917-9058
11015081205;Άννα;Βλάχου;25;416-506-0754
11015042711;Ιωάννα;Χατζή;26;742-122-4964
11015059141;Ευαγγελία;Πανταζή;52;921-278-3552
11015073438;Νικολέτα;Βλάχου;37;909-735-9537
11015097760;Δήμητρα;Διαμαντή;72;251-310-7941
11015095343;Αγγελική;Νικολάου;82;539-834-3822
11015007661;Δήμητρα;Αναστασιάδου;59;252-365-7328
11015059506;Κατερίνα;Βλάχου;45;520-415-9134
11015033963;Ειρήνη;Αγγελιδάκη;78;128-302-2476
11015043612;Δέσποινα;Βλάχου;51;236-259-5296
11015059445;Ειρήνη;Χατζή;75;465-331-3437
99900000019;Ευαγγελία;Παπαδοπούλου;87;339-502-4947
11015048582;Φωτεινή;Παπαδοπούλου;1;106-925-1065
11015074856;Κατερίνα;Ιωάννου;14;386-780-1762
11015072643;Μαρίνα;Πανταζή;80;496-700-9355
11015079076;Αλεξάνδρα;Αγγελιδάκη;65;510-126-2102
11015012673;Μαρίνα;Στεργίου;82;829-634-0255
11015013235;Αγγελική;Αναστασιάδου;54;606-471-0007
11015010167;Νικολέτα;Οικονόμου;46;289-939-7835
11015037898;Άννα;Ιωάννου;82;148-124-1140
11015084382;Βασιλική;Σαμαρά;42;785-921-7951
11015042052;Ειρήνη;Οικονόμου;1;232-736-7705
11015021805;Δήμητρα;Διαμαντή;19;783-799-2172
11015046325;Αντωνία;Γεωργίου;69;285-852-5837
11015007340;Σοφία;Νικολάου;93;771-261-9052
11015075631;Αντωνία;Δημητρίου;51;985-556-7838
11015007590;Φωτεινή;Καραγιάννη;41;463-676-6283
11015096039;Δέσποινα;Νικολάου;14;233-658-1089
11015063528;Χρύσα;Χατζή;64;456-628-6334
11015098894;Αντωνία;Νικολάου;95;122-687-5260
11015036808;Αντωνία;Κυριακού;47;525-793-4948
11015038049;Σοφία;Ιωάννου;93;960-214-3846
11015007046;Μαρίνα;Βλάχου;78;189-263-7888
11015099973;Δήμητρα;Μακρή;87;287-710-2502
11015063653;Φωτεινή;Πανταζή;14;501-365-3458
11015060371;Αλεξάνδρα;Μακρή;95;706-751-9207
11015059169;Δέσποινα;Αναστασιάδου;51;325-605-0027
11015015625;Αλεξάνδρα;Κυριακού;14;604-901-9751
11015060362;Κατερίνα;Διαμαντή;21;318-214-2522
11015088609;Χριστίνα;Καραγιάννη;12;587-363-0980
11015047707;Νικολέτα;Σαμαρά;100;512-231-5072
11015057410;Ελένη;Παπαδοπούλου;87;803-403-8731
11015082703;Άννα;Διαμαντή;48;385-499-2152
99900000020;Βασιλική;Κωνσταντινίδου;10;921-669-9540
11015070565;Ελένη;Κωνσταντινίδου;42;267-269-3884
11015088020;Χριστίνα;Οικονόμου;42;495-208-1092
11015049019;Μαρία;Μιχαηλίδου;30;317-293-5034
11015060175;Βασιλική;Πανταζή;8;909-735-1657
11015084890;Σοφία;Ιωάννου;37;913-534-7929
11015092033;Αγγελική;Βλάχου;83;914-177-8853
11015093149;Μαρίνα;Οικονόμου;71;266-583-3326
11015098475;Νικολέτα;Καραγιάννη;2;536-930-6744
11015014831;Φωτεινή;Γεωργίου;47;373-927-5819
11015093826;Χρύσα;Δημητρίου;35;809-553-8663
11015013734;Κατερίνα;Καραγιάννη;79;244-399-1667
11015007867;Αντωνία;Στεργίου;31;211-407-4756
11015067935;Ελένη;Κωνσταντινίδου;40;871-905-3846
11015018793;Μαρία;Παππά;27;388-306-0178
11015034141;Νικολέτα;Παπαδοπούλου;55;921-682-2558
11015046414;Φωτεινή;Καραγιάννη;78;594-535-1632
11015034837;Χρύσα;Βλάχου;34;774-388-2295
11015007304;Αντωνία;Κυριακού;15;868-409-8818
11015031484;Μαρία;Παππά;22;745-866-7464
11015035373;Νικολέτα;Μακρή;59;118-998-0278
11015057811;Ιωάννα;Χατζή;47;163-912-8153
11015011255;Χριστίνα;Καραγιάννη;96;311-626-8489
11015013627;Δέσποινα;Στεργίου;61;998-947-1025
99900000021;Κατερίνα;Αναστασιάδου;12;730-268-3659
11015028443;Χρύσα;Διαμαντή;75;402-799-5954
11015017561;Αλεξάνδρα;Μακρή;40;831-550-8722
11015001122;Κατερίνα;Βλάχου;13;672-168-7321
11015019042;Κατερίνα;Παπαδοπούλου;56;665-533-6936
11015042089;Χριστίνα;Κυριακού;65;232-668-2241
11015091285;Χρύσα;Καραγιάννη;55;167-740-0094
11015004110;Χρύσα;Παππά;50;421-891-0404
11015054609;Μαρίνα;Πανταζή;40;303-834-2578
11015088155;Μαρία;Πανταζή;74;732-398-4492
11015041080;Ευαγγελία;Οικονόμου;45;943-403-5572
11015062422;Νικολέτα;Νικολάου;85;432-642-2853
99900000022;Χριστίνα;Παπαδοπούλου;4;786-912-1196
11015075702;Κατερίνα;Βλάχου;74;334-290-4727
11015009384;Γεωργία;Αναστασιάδου;79;524-403-7458
11015002078;Ευαγγελία;Κωνσταντινίδου;58;526-490-1446
99900000023;Αγγελική;Δημητρίου;48;952-802-2405
11015018285;Κατερίνα;Διαμαντή;49;634-648-1352
99900000024;Ευαγγελία;Πανταζή;44;763-465-1139
11015081465;Χριστίνα;Διαμαντή;49;923-781-4532
11015002345;Δέσποινα;Γεωργίου;81;364-159-6550
11015059052;Αντωνία;Διαμαντή;42;717-239-8945
11015005253;Φωτεινή;Καραγιάννη;60;750-493-5992
11015016358;Δήμητρα;Αναστασιάδου;79;185-597-9639
11015044309;Κατερίνα;Μιχαηλίδου;14;709-153-3761
11015066311;Χρύσα;Σαμαρά;68;745-943-5862
11015057973;Γεωργία;Διαμαντή;60;159-886-4238
11015094335;Χρύσα;Πανταζή;75;218-435-1371
11015022742;Δήμητρα;Δημητρίου;87;420-246-5963
11015059999;Χριστίνα;Γεωργίου;4;433-181-4596
11015079619;Χρύσα;Σαμαρά;88;484-981-6417
11015015581;Αγγελική;Αγγελιδάκη;54;405-745-9481
11015002443;Σοφία;Διαμαντή;98;815-806-1931
11015058623;Δήμητρα;Καραγιάννη;29;812-679-9554
11015020361;Ευαγγελία;Διαμαντή;29;577-629-6469
11015051256;Γεωργία;Αναστασιάδου;84;300-584-3757
11015048396;Αντωνία;Δημητρίου;32;401-945-0132
11015094674;Σοφία;Μακρή;28;230-763-2189
11015089671;Σοφία;Μιχαηλίδου;98;372-210-1408
11015059196;Χριστίνα;Κωνσταντινίδου;14;999-338-2158
11015092088;Φωτεινή;Γεωργίου;95;515-415-4439
11015047164;Σοφία;Δημητρίου;11;280-256-0871
11015006270;Σοφία;Νικολάου;41;221-590-8832
11015047011;Σοφία;Δημητρίου;87;429-525-6776
11015001435;Αλεξάνδρα;Νικολάου;65;425-901-5517
11015052460;Ειρήνη;Κυριακού;6;770-327-6168
99900000025;Αντωνία;Μιχαηλίδου;59;736-456-6158
11015064938;Κατερίνα;Μακρή;53;223-683-7026
11015033883;Ελένη;Κωνσταντινίδου;99;963-799-1425
11015091301;Αντωνία;Μακρή;43;960-108-7574
11015025981;Ελένη;Παπαδοπούλου;70;153-598-4041
11015010461;Σοφία;Βλάχου;77;865-829-8632
11015018463;Δήμητρα;Παππά;72;205-504-7125
11015083258;Σοφία;Μιχαηλίδου;62;540-168-2998
11015072368;Ευαγγελία;Διαμαντή;47;151-497-7923
11015061147;Δήμητρα;Σαμαρά;26;607-890-7399
11015089001;Χριστίνα;Σαμαρά;43;705-623-9133
11015026445;Ιωάννα;Νικολάου;84;993-259-6825
11015023420;Φωτεινή;Παππά;44;472-943-4730
11015030154;Δέσποινα;Κυριακού;41;186-677-0436
11015083374;Άννα;Διαμαντή;50;268-208-7846
11015031199;Ελένη;Παππά;34;498-634-5301
11015063038;Μαρίνα;Δημητρίου;92;255-160-7301
11015021495;Νικολέτα;Παππά;49;955-461-5805
11015061673;Ιωάννα;Οικονόμου;14;833-596-4662
11015025035;Αλεξάνδρα;Αναστασιάδου;7;881-277-5855
11015055118;Ελένη;Χατζή;71;351-794-9364
11015029479;Αλεξάνδρα;Χατζή;98;359-922-6695
11015048154;Αλεξάνδρα;Αγγελιδάκη;60;165-575-7405
11015050435;Φωτεινή;Κυριακού;96;791-155-7235
11015090151;Γεωργία;Πανταζή;22;706-811-6136
11015080117;Βασιλική;Αγγελιδάκη;23;570-221-9142
11015036292;Ευαγγελία;Μιχαηλίδου;95;291-796-5585
99900000026;Δέσποινα;Νικολάου;98;358-776-8149
11015090393;Μαρίνα;Παπαδοπούλου;90;267-715-4277
99900000027;Χρύσα;Γεωργίου;84;596-137-5930
11015016438;Ελένη;Πανταζή;31;213-833-6549
11015090990;Μαρία;Αναστασιάδου;46;140-368-3554
11015017446;Ειρήνη;Μακρή;32;423-935-6733
11015045530;Άννα;Καραγιάννη;33;266-842-2894
11015030270;Αγγελική;Βλάχου;10;644-349-0564
11015072411;Ειρήνη;Αναστασιάδου;94;397-243-5487
99900000028;Χριστίνα;Πανταζή;10;136-739-4010
11015091178;Φωτεινή;Ιωάννου;92;252-290-1291
11015027168;Δήμητρα;Αναστασιάδου;71;365-861-8944
11015066927;Αγγελική;Κωνσταντινίδου;61;582-428-0416
11015093835;Μαρία;Παπαδοπούλου;92;773-351-7994
11015021556;Χρύσα;Αγγελιδάκη;11;610-311-2590
11015059631;Μαρία;Παππά;84;989-590-4203
11015028229;Δέσποινα;Καραγιάννη;65;528-458-1186
11015053566;Σοφία;Δημητρίου;32;677-919-7102
11015056689;Δήμητρα;Ιωάννου;20;202-931-0575
99900000029;Δέσποινα;Ιωάννου;43;845-184-5923
11015052718;Κατερίνα;Καραγιάννη;76;807-371-9442
99900000030;Χριστίνα;Παππά;96;467-397-2636
11015034917;Φωτεινή;Διαμαντή;80;202-268-8885
11015016802;Κατερίνα;Γεωργίου;67;746-431-4509
11015031625;Σοφία;Δημητρίου;94;382-870-8899
11015080643;Αγγελική;Πανταζή;24;573-270-2615
11015061307;Χριστίνα;Χατζή;48;447-893-7771
11015029585;Άννα;Σαμαρά;98;808-398-2865
11015060549;Νικολέτα;Αγγελιδάκη;70;902-541-2037
99900000031;Άννα;Μακρή;36;934-850-0988
11015041222;Μαρία;Καραγιάννη;78;114-480-8463
99900000032;Γεωργία;Βλάχου;4;323-444-3398
99900000033;Ελένη;Βλάχου;93;853-137-8734
11015006920;Φωτεινή;Κυριακού;59;986-996-0731
11015014608;Άννα;Γεωργίου;62;985-907-2329
11015000542;Αντωνία;Κωνσταντινίδου;100;573-778-3896
99900000034;Ευαγγελία;Κυριακού;36;373-450-2664
11015020478;Φωτεινή;Κωνσταντινίδου;73;931-290-5171
11015059178;Σοφία;Κυριακού;81;258-627-7432
11015067329;Ευαγγελία;Γεωργίου;83;517-967-8957
11015096583;Γεωργία;Παππά;74;898-873-1614
11015017400;Δήμητρα;Κυριακού;44;529-314-7713
11015025712;Αγγελική;Νικολάου;60;691-932-1147
11015038067;Μαρία;Παππά;55;756-168-9167
11015003601;Κατερίνα;Διαμαντή;60;608-588-7112
11015089305;Ιωάννα;Χατζή;23;358-276-4881
11015047422;Μαρία;Μιχαηλίδου;19;712-473-5494
11015005663;Κατερίνα;Παπαδοπούλου;72;960-550-1774
11015044513;Ευαγγελία;Μιχαηλίδου;52;725-443-9873
11015033133;Ελένη;Στεργίου;93;310-492-6155
11015022706;Βασιλική;Αγγελιδάκη;64;130-958-6362
11015030449;Χρύσα;Παππά;57;215-796-5319
99900000035;Ιωάννα;Ιωάννου;17;392-225-5149
11015017455;Δέσποινα;Χατζή;27;819-409-6947
11015018123;Δέσποινα;Βλάχου;51;993-653-7352
11015079940;Γεωργία;Κωνσταντινίδου;64;946-374-5954
11015058151;Φωτεινή;Παππά;74;194-863-9280
11015062324;Δέσποινα;Αγγελιδάκη;39;174-973-1106
11015085675;Ειρήνη;Διαμαντή;52;887-116-7937
11015089635;Ελένη;Γεωργίου;50;331-783-7939
11015070878;Μαρία;Κωνσταντινίδου;73;223-255-6858
11015051283;Ειρήνη;Διαμαντή;27;734-411-0043
11015050738;Μαρία;Παππά;2;180-101-4292
11015098830;Νικολέτα;Ιωάννου;43;944-823-8735
11015096529;Δήμητρα;Σαμαρά;20;149-818-8091
11015014083;Άννα;Καραγιάννη;99;108-473-2777
11015008857;Μαρίνα;Νικολάου;87;280-975-3723
11015014984;Κατερίνα;Οικονόμου;21;209-848-4497
11015044684;Αγγελική;Καραγιάννη;88;534-636-4100
11015056251;Ελένη;Βλάχου;47;951-737-6083
99900000036;Χριστίνα;Πανταζή;65;560-143-1213
99900000037;Αγγελική;Δημητρίου;70;749-236-9162
11015059908;Μαρίνα;Βλάχου;15;822-174-7070
99900000038;Χρύσα;Αγγελιδάκη;95;940-548-6420
11015063831;Αγγελική;Κυριακού;76;609-730-6755
11015082721;Κατερίνα;Βλάχου;22;801-683-2550
11015084676;Ειρήνη;Μιχαηλίδου;16;771-729-3818
11015040189;Ευαγγελία;Κωνσταντινίδου;95;284-599-9102
11015039832;Κατερίνα;Μακρή;38;295-641-6285
11015079904;Σοφία;Αγγελιδάκη;15;901-836-6657
11015029816;Χριστίνα;Αναστασιάδου;59;891-183-6138
11015000025;Ιωάννα;Νικολάου;89;445-776-7487
11015080929;Άννα;Δημητρίου;67;832-104-3178
11015047645;Νικολέτα;Καραγιάννη;45;864-818-3495
11015006449;Γεωργία;Νικολάου;99;670-941-0491
11015058482;Βασιλική;Κωνσταντινίδου;92;376-689-1385
11015064359;Δέσποινα;Παππά;62;720-700-0063
11015008866;Σοφία;Κυριακού;49;615-306-1256
99900000039;Αγγελική;Παππά;9;283-493-5915
11015015830;Σοφία;Καραγιάννη;21;443-784-5686
11015026597;Χριστίνα;Μακρή;75;598-791-6173
99900000040;Δήμητρα;Αγγελιδάκη;30;720-983-5473
11015065438;Ελένη;Αγγελιδάκη;47;278-365-5436
99900000041;Χρύσα;Γεωργίου;4;201-616-1901
99900000042;Δέσποινα;Νικολάου;57;673-376-4703
11015081269;Ειρήνη;Χατζή;54;918-857-2399
11015098368;Γεωργία;Σαμαρά;65;369-964-0340
11015088798;Φωτεινή;Γεωργίου;18;676-884-0887
99900000043;Δήμητρα;Αγγελιδάκη;18;878-952-4735
11015073982;Μαρία;Αναστασιάδου;70;666-297-7638
11015089813;Ιωάννα;Δημητρίου;80;634-165-9660
11015077844;Χριστίνα;Μιχαηλίδου;32;771-316-3594
11015073937;Ελένη;Πανταζή;68;606-655-2477
11015096404;Δήμητρα;Κυριακού;48;218-934-0451
11015006225;Άννα;Καραγιάννη;76;859-834-6299
11015015242;Σοφία;Μακρή;59;604-742-0236
11015055993;Μαρίνα;Γεωργίου;61;296-142-3195
11015065928;Χριστίνα;Πανταζή;41;343-990-1328
11015076818;Γεωργία;Διαμαντή;16;958-356-7679
11015025008;Φωτεινή;Σαμαρά;69;162-933-0121
11015016152;Αγγελική;Βλάχου;99;672-179-4734
11015030715;Ευαγγελία;Μιχαηλίδου;86;560-854-4962
11015031812;Φωτεινή;Ιωάννου;2;525-788-5159
11015062388;Κατερίνα;Νικολάου;35;881-385-5467
11015059392;Γεωργία;Βλάχου;99;871-724-1144
11015094219;Μαρία;Χατζή;97;942-747-5026
11015061496;Βασιλική;Μιχαηλίδου;100;519-493-8334
11015080475;Αλεξάνδρα;Οικονόμου;29;354-217-1531
11015075622;Ιωάννα;Κωνσταντινίδου;85;425-225-1666
11015036611;Αλεξάνδρα;Δημητρίου;79;714-363-5150
11015024544;Σοφία;Νικολάου;85;657-405-2443
11015052362;Μαρίνα;Κυριακού;16;309-273-2109
99900000044;Κατερίνα;Βλάχου;62;900-994-2589
11015038423;Ελένη;Διαμαντή;40;830-583-3366
11015079450;Χριστίνα;Βλάχου;40;971-335-3757
11015091294;Ευαγγελία;Ιωάννου;69;474-267-4107
11015044256;Νικολέτα;Κωνσταντινίδου;18;472-874-5152
11015056019;Ευαγγελία;Παπαδοπούλου;20;637-509-9376
11015014350;Χρύσα;Ιωάννου;79;496-636-7339
11015028764;Δήμητρα;Ιωάννου;56;704-863-9854
11015025794;Γεωργία;Στεργίου;98;680-803-0512
11015075908;Νικολέτα;Κυριακού;14;904-828-9300
11015073278;Βασιλική;Οικονόμου;51;954-599-8665
11015055109;Μαρία;Κυριακού;85;125-500-0275
11015070752;Άννα;Σαμαρά;22;310-966-9233
11015060013;Ευαγγελία;Δημητρίου;73;725-634-7500
11015006626;Μαρίνα;Οικονόμου;30;660-217-8786
11015042560;Μαρία;Κωνσταντινίδου;40;792-169-6157
11015087833;Μαρία;Στεργίου;24;170-497-2451
11015065072;Αντωνία;Καραγιάννη;59;174-399-3855
11015066142;Αγγελική;Κυριακού;50;998-120-5116
11015062468;Δήμητρα;Κωνσταντινίδου;86;836-922-2123
99900000045;Αλεξάνδρα;Σαμαρά;34;606-711-6818
11015063822;Δέσποινα;Αναστασιάδου;38;306-468-4515
11015001391;Άννα;Οικονόμου;73;813-286-4424
11015087753;Σοφία;Χατζή;62;521-834-8898
11015074188;Ευαγγελία;Αγγελιδάκη;77;494-631-0223
11015014403;Κατερίνα;Κυριακού;40;131-432-8167
11015031331;Νικολέτα;Βλάχου;25;520-511-8502
11015086111;Κατερίνα;Παππά;14;405-998-2317
11015085844;Μαρία;Κωνσταντινίδου;10;492-922-2742
11015037807;Μαρίνα;Γεωργίου;49;943-971-0685
11015090927;Γεωργία;Χατζή;69;476-565-9446
11015016919;Νικολέτα;Κυριακού;89;554-490-8225
11015047958;Φωτεινή;Μιχαηλίδου;33;136-829-7719
11015089831;Ελένη;Αγγελιδάκη;79;385-944-4642
21015032143;Φωτεινή;Γεωργίου;97;999-000-0000
21015073624;Αλεξάνδρα;Στεργίου;61;999-000-0001
21015074295;Γεωργία;Μιχαηλίδου;50;999-000-0002
21015080947;Σοφία;Οικονόμου;25;999-000-0003
21015055957;Αγγελική;Μιχαηλίδου;70;999-000-0004
21015007359;Χρύσα;Μακρή;74;999-000-0005
21015037317;Κατερίνα;Μιχαηλίδου;85;999-000-0006
