AMKA;dep_name;shift_type;date
31015056171;Radiology;night;12/01/2026
31015012548;Radiology;night;12/01/2026
31015022458;Radiology;night;12/01/2026
31015020423;Radiology;night;12/01/2026
21015037754;Radiology;night;12/01/2026
21015050328;Radiology;night;12/01/2026
31015097886;Surgery;night;12/01/2026
31015093229;Surgery;night;12/01/2026
31015005752;Surgery;night;12/01/2026
41015066384;Surgery;night;12/01/2026
41015024198;Surgery;night;12/01/2026
41015083392;Surgery;night;12/01/2026
41015032456;Surgery;night;12/01/2026
41015049778;Surgery;night;12/01/2026
41015003576;Surgery;night;12/01/2026
21015093602;Surgery;night;12/01/2026
21015088333;Surgery;night;12/01/2026
31015055957;Urology;night;12/01/2026
31015021217;Urology;night;12/01/2026
41015080947;Urology;night;12/01/2026
11015016429;Urology;night;12/01/2026
11015054967;Urology;night;12/01/2026
99900000001;Urology;night;12/01/2026
11015040946;Urology;night;12/01/2026
11015004165;Urology;night;12/01/2026
11015022458;Urology;night;12/01/2026
31015027863;Urology;night;12/01/2026
31015041669;Urology;night;12/01/2026
11015032143;Cardiology;morning;13/01/2026
21015058240;Cardiology;morning;13/01/2026
21015097001;Cardiology;morning;13/01/2026
31015089421;Cardiology;morning;13/01/2026
31015067043;Cardiology;morning;13/01/2026
31015016223;Cardiology;morning;13/01/2026
31015092006;Cardiology;morning;13/01/2026
31015010700;Cardiology;morning;13/01/2026
31015001382;Cardiology;morning;13/01/2026
11015049634;Cardiology;morning;13/01/2026
11015037781;Cardiology;morning;13/01/2026
31015072803;Emergency;morning;13/01/2026
31015071902;Emergency;morning;13/01/2026
31015064821;Emergency;morning;13/01/2026
21015025259;Emergency;morning;13/01/2026
29900000001;Emergency;morning;13/01/2026
21015063289;Emergency;morning;13/01/2026
21015056000;Emergency;morning;13/01/2026
21015069746;Emergency;morning;13/01/2026
21015085746;Emergency;morning;13/01/2026
31015067436;Emergency;morning;13/01/2026
31015066151;Emergency;morning;13/01/2026
41015093390;Gastroenterology;morning;13/01/2026
41015071644;Gastroenterology;morning;13/01/2026
11015096645;Gastroenterology;morning;13/01/2026
31015052273;Gastroenterology;morning;13/01/2026
31015082758;Gastroenterology;morning;13/01/2026
31015004165;Gastroenterology;morning;13/01/2026
31015046423;Gastroenterology;morning;13/01/2026
31015099991;Gastroenterology;morning;13/01/2026
31015079851;Gastroenterology;morning;13/01/2026
31015008447;Gastroenterology;morning;13/01/2026
31015021903;Gastroenterology;morning;13/01/2026
31015047725;Gynecology;morning;13/01/2026
41015055957;Gynecology;morning;13/01/2026
41015051194;Gynecology;morning;13/01/2026
11015030181;Gynecology;morning;13/01/2026
11015025311;Gynecology;morning;13/01/2026
11015029905;Gynecology;morning;13/01/2026
99900000002;Gynecology;morning;13/01/2026
11015015206;Gynecology;morning;13/01/2026
11015072126;Gynecology;morning;13/01/2026
21015012138;Gynecology;morning;13/01/2026
21015087888;Gynecology;morning;13/01/2026
31015026221;ICU;morning;13/01/2026
31015054930;ICU;morning;13/01/2026
41015032143;ICU;morning;13/01/2026
21015035872;ICU;morning;13/01/2026
21015016447;ICU;morning;13/01/2026
21015037674;ICU;morning;13/01/2026
21015011442;ICU;morning;13/01/2026
31015025311;ICU;morning;13/01/2026
31015072046;ICU;morning;13/01/2026
21015043113;ICU;morning;13/01/2026
21015008447;ICU;morning;13/01/2026
41015093229;Internal Medicine;morning;13/01/2026
41015087931;Internal Medicine;morning;13/01/2026
41015091203;Internal Medicine;morning;13/01/2026
31015075695;Internal Medicine;morning;13/01/2026
31015071993;Internal Medicine;morning;13/01/2026
41015071127;Internal Medicine;morning;13/01/2026
41015015607;Internal Medicine;morning;13/01/2026
41015070805;Internal Medicine;morning;13/01/2026
41015028853;Internal Medicine;morning;13/01/2026
31015045585;Internal Medicine;morning;13/01/2026
31015087655;Internal Medicine;morning;13/01/2026
31015096226;Microbiology;morning;13/01/2026
11015026999;Microbiology;morning;13/01/2026
11015038487;Microbiology;morning;13/01/2026
21015033188;Microbiology;morning;13/01/2026
21015005351;Microbiology;morning;13/01/2026
21015009598;Microbiology;morning;13/01/2026
21015003157;Microbiology;morning;13/01/2026
31015077951;Microbiology;morning;13/01/2026
31015063270;Microbiology;morning;13/01/2026
11015048537;Microbiology;morning;13/01/2026
11015081651;Microbiology;morning;13/01/2026
31015049983;Neurology;morning;13/01/2026
11015035499;Neurology;morning;13/01/2026
11015058240;Neurology;morning;13/01/2026
31015017286;Neurology;morning;13/01/2026
31015026953;Neurology;morning;13/01/2026
41015098983;Neurology;morning;13/01/2026
41015020968;Neurology;morning;13/01/2026
41015005798;Neurology;morning;13/01/2026
41015032054;Neurology;morning;13/01/2026
11015062315;Neurology;morning;13/01/2026
11015090071;Neurology;morning;13/01/2026
41015007359;Ophthalmology;morning;13/01/2026
41015066473;Ophthalmology;morning;13/01/2026
41015038780;Ophthalmology;morning;13/01/2026
31015054967;Ophthalmology;morning;13/01/2026
31015003451;Ophthalmology;morning;13/01/2026
31015040946;Ophthalmology;morning;13/01/2026
31015068774;Ophthalmology;morning;13/01/2026
31015024786;Ophthalmology;morning;13/01/2026
31015086326;Ophthalmology;morning;13/01/2026
21015085112;Ophthalmology;morning;13/01/2026
21015015705;Ophthalmology;morning;13/01/2026
41015071902;Orthopedics;morning;13/01/2026
11015041650;Orthopedics;morning;13/01/2026
21015014127;Orthopedics;morning;13/01/2026
31015036871;Orthopedics;morning;13/01/2026
31015071485;Orthopedics;morning;13/01/2026
41015047985;Orthopedics;morning;13/01/2026
41015057517;Orthopedics;morning;13/01/2026
41015073161;Orthopedics;morning;13/01/2026
41015060219;Orthopedics;morning;13/01/2026
21015001863;Orthopedics;morning;13/01/2026
21015010345;Orthopedics;morning;13/01/2026
41015054930;Pediatrics;morning;13/01/2026
11015008777;Pediatrics;morning;13/01/2026
11015014127;Pediatrics;morning;13/01/2026
31015001275;Pediatrics;morning;13/01/2026
31015003200;Pediatrics;morning;13/01/2026
41015012325;Pediatrics;morning;13/01/2026
41015031411;Pediatrics;morning;13/01/2026
49900000002;Pediatrics;morning;13/01/2026
41015078656;Pediatrics;morning;13/01/2026
21015032367;Pediatrics;morning;13/01/2026
21015067720;Pediatrics;morning;13/01/2026
11015007359;Pulmonology;morning;13/01/2026
11015022813;Pulmonology;morning;13/01/2026
21015041650;Pulmonology;morning;13/01/2026
21015008740;Pulmonology;morning;13/01/2026
21015065624;Pulmonology;morning;13/01/2026
21015029905;Pulmonology;morning;13/01/2026
21015072126;Pulmonology;morning;13/01/2026
21015030092;Pulmonology;morning;13/01/2026
21015085274;Pulmonology;morning;13/01/2026
31015080714;Pulmonology;morning;13/01/2026
39900000003;Pulmonology;morning;13/01/2026
41015037317;Radiology;morning;13/01/2026
11015002336;Radiology;morning;13/01/2026
11015077103;Radiology;morning;13/01/2026
31015007670;Radiology;morning;13/01/2026
31015035694;Radiology;morning;13/01/2026
41015037601;Radiology;morning;13/01/2026
41015084621;Radiology;morning;13/01/2026
41015019015;Radiology;morning;13/01/2026
41015007938;Radiology;morning;13/01/2026
21015078497;Radiology;morning;13/01/2026
31015048537;Radiology;morning;13/01/2026
41015051979;Surgery;morning;13/01/2026
31015041650;Surgery;morning;13/01/2026
31015058240;Surgery;morning;13/01/2026
41015088752;Surgery;morning;13/01/2026
41015076756;Surgery;morning;13/01/2026
41015061245;Surgery;morning;13/01/2026
41015015395;Surgery;morning;13/01/2026
11015054538;Surgery;morning;13/01/2026
11015077559;Surgery;morning;13/01/2026
21015025801;Surgery;morning;13/01/2026
21015058767;Surgery;morning;13/01/2026
11015072803;Urology;morning;13/01/2026
11015092541;Urology;morning;13/01/2026
21015022813;Urology;morning;13/01/2026
11015029665;Urology;morning;13/01/2026
11015095655;Urology;morning;13/01/2026
11015014289;Urology;morning;13/01/2026
11015057679;Urology;morning;13/01/2026
11015042427;Urology;morning;13/01/2026
11015011442;Urology;morning;13/01/2026
31015004254;Urology;morning;13/01/2026
31015036504;Urology;morning;13/01/2026
11015097886;Cardiology;noon;13/01/2026
31015050998;Cardiology;noon;13/01/2026
41015059551;Cardiology;noon;13/01/2026
31015077871;Cardiology;noon;13/01/2026
31015093808;Cardiology;noon;13/01/2026
41015030181;Cardiology;noon;13/01/2026
41015058632;Cardiology;noon;13/01/2026
41015089421;Cardiology;noon;13/01/2026
41015067043;Cardiology;noon;13/01/2026
11015067436;Cardiology;noon;13/01/2026
11015004254;Cardiology;noon;13/01/2026
41015015028;Emergency;noon;13/01/2026
21015096645;Emergency;noon;13/01/2026
31015004799;Emergency;noon;13/01/2026
21015014289;Emergency;noon;13/01/2026
21015090543;Emergency;noon;13/01/2026
21015059301;Emergency;noon;13/01/2026
31015030831;Emergency;noon;13/01/2026
31015025259;Emergency;noon;13/01/2026
39900000001;Emergency;noon;13/01/2026
31015091597;Emergency;noon;13/01/2026
31015041589;Emergency;noon;13/01/2026
11015087307;Gastroenterology;noon;13/01/2026
11015074151;Gastroenterology;noon;13/01/2026
11015097001;Gastroenterology;noon;13/01/2026
31015007965;Gastroenterology;noon;13/01/2026
31015042427;Gastroenterology;noon;13/01/2026
41015090865;Gastroenterology;noon;13/01/2026
41015047342;Gastroenterology;noon;13/01/2026
41015052273;Gastroenterology;noon;13/01/2026
41015082758;Gastroenterology;noon;13/01/2026
39900000004;Gastroenterology;noon;13/01/2026
31015068550;Gastroenterology;noon;13/01/2026
11015034828;Gynecology;noon;13/01/2026
11015050998;Gynecology;noon;13/01/2026
11015059551;Gynecology;noon;13/01/2026
11015095209;Gynecology;noon;13/01/2026
11015083034;Gynecology;noon;13/01/2026
11015063751;Gynecology;noon;13/01/2026
11015099991;Gynecology;noon;13/01/2026
11015071591;Gynecology;noon;13/01/2026
11015094200;Gynecology;noon;13/01/2026
21015040312;Gynecology;noon;13/01/2026
21015096164;Gynecology;noon;13/01/2026
41015097886;ICU;noon;13/01/2026
11015052923;ICU;noon;13/01/2026
11015044951;ICU;noon;13/01/2026
31015069292;ICU;noon;13/01/2026
31015009847;ICU;noon;13/01/2026
31015092462;ICU;noon;13/01/2026
31015054994;ICU;noon;13/01/2026
31015035872;ICU;noon;13/01/2026
31015016447;ICU;noon;13/01/2026
21015021903;ICU;noon;13/01/2026
29900000004;ICU;noon;13/01/2026
11015026221;Internal Medicine;noon;13/01/2026
21015004799;Internal Medicine;noon;13/01/2026
31015077103;Internal Medicine;noon;13/01/2026
41015073045;Internal Medicine;noon;13/01/2026
41015023590;Internal Medicine;noon;13/01/2026
41015076738;Internal Medicine;noon;13/01/2026
41015027658;Internal Medicine;noon;13/01/2026
41015075695;Internal Medicine;noon;13/01/2026
41015071993;Internal Medicine;noon;13/01/2026
31015090071;Internal Medicine;noon;13/01/2026
31015039066;Internal Medicine;noon;13/01/2026
11015093229;Microbiology;noon;13/01/2026
21015059551;Microbiology;noon;13/01/2026
21015044951;Microbiology;noon;13/01/2026
31015056224;Microbiology;noon;13/01/2026
31015070182;Microbiology;noon;13/01/2026
31015095209;Microbiology;noon;13/01/2026
31015002595;Microbiology;noon;13/01/2026
31015033188;Microbiology;noon;13/01/2026
31015005351;Microbiology;noon;13/01/2026
11015067720;Microbiology;noon;13/01/2026
11015046441;Microbiology;noon;13/01/2026
11015037317;Neurology;noon;13/01/2026
21015099063;Neurology;noon;13/01/2026
21015061156;Neurology;noon;13/01/2026
41015075409;Neurology;noon;13/01/2026
41015092239;Neurology;noon;13/01/2026
41015095539;Neurology;noon;13/01/2026
41015048804;Neurology;noon;13/01/2026
41015017286;Neurology;noon;13/01/2026
41015026953;Neurology;noon;13/01/2026
11015096164;Neurology;noon;13/01/2026
11015042597;Neurology;noon;13/01/2026
11015055957;Ophthalmology;noon;13/01/2026
11015061156;Ophthalmology;noon;13/01/2026
21015008777;Ophthalmology;noon;13/01/2026
31015071494;Ophthalmology;noon;13/01/2026
31015076266;Ophthalmology;noon;13/01/2026
41015043337;Ophthalmology;noon;13/01/2026
41015054538;Ophthalmology;noon;13/01/2026
41015054967;Ophthalmology;noon;13/01/2026
41015003451;Ophthalmology;noon;13/01/2026
21015030617;Ophthalmology;noon;13/01/2026
21015042597;Ophthalmology;noon;13/01/2026
11015071644;Orthopedics;noon;13/01/2026
21015035499;Orthopedics;noon;13/01/2026
31015002336;Orthopedics;noon;13/01/2026
41015083034;Orthopedics;noon;13/01/2026
41015080368;Orthopedics;noon;13/01/2026
41015081795;Orthopedics;noon;13/01/2026
41015040027;Orthopedics;noon;13/01/2026
41015036871;Orthopedics;noon;13/01/2026
41015071485;Orthopedics;noon;13/01/2026
21015082776;Orthopedics;noon;13/01/2026
21015067800;Orthopedics;noon;13/01/2026
11015087931;Pediatrics;noon;13/01/2026
21015002336;Pediatrics;noon;13/01/2026
21015052923;Pediatrics;noon;13/01/2026
41015072420;Pediatrics;noon;13/01/2026
41015011488;Pediatrics;noon;13/01/2026
41015029665;Pediatrics;noon;13/01/2026
41015046272;Pediatrics;noon;13/01/2026
41015001275;Pediatrics;noon;13/01/2026
41015003200;Pediatrics;noon;13/01/2026
21015037781;Pediatrics;noon;13/01/2026
21015033428;Pediatrics;noon;13/01/2026
11015091203;Pulmonology;noon;13/01/2026
31015059551;Pulmonology;noon;13/01/2026
31015044951;Pulmonology;noon;13/01/2026
21015011825;Pulmonology;noon;13/01/2026
21015096155;Pulmonology;noon;13/01/2026
21015097582;Pulmonology;noon;13/01/2026
21015066730;Pulmonology;noon;13/01/2026
31015008740;Pulmonology;noon;13/01/2026
31015065624;Pulmonology;noon;13/01/2026
31015063895;Pulmonology;noon;13/01/2026
31015068792;Pulmonology;noon;13/01/2026
11015080947;Radiology;noon;13/01/2026
31015099063;Radiology;noon;13/01/2026
31015026999;Radiology;noon;13/01/2026
41015056171;Radiology;noon;13/01/2026
41015012548;Radiology;noon;13/01/2026
41015022458;Radiology;noon;13/01/2026
41015020423;Radiology;noon;13/01/2026
41015007670;Radiology;noon;13/01/2026
41015035694;Radiology;noon;13/01/2026
31015090026;Radiology;noon;13/01/2026
31015077425;Radiology;noon;13/01/2026
11015003022;Surgery;noon;13/01/2026
41015050998;Surgery;noon;13/01/2026
11015076159;Surgery;noon;13/01/2026
11015037399;Surgery;noon;13/01/2026
11015056224;Surgery;noon;13/01/2026
11015030092;Surgery;noon;13/01/2026
11015073045;Surgery;noon;13/01/2026
11015012548;Surgery;noon;13/01/2026
11015003576;Surgery;noon;13/01/2026
31015090703;Surgery;noon;13/01/2026
31015001863;Surgery;noon;13/01/2026
11015093390;Urology;noon;13/01/2026
31015014127;Urology;noon;13/01/2026
31015035499;Urology;noon;13/01/2026
21015087316;Urology;noon;13/01/2026
21015077559;Urology;noon;13/01/2026
21015072732;Urology;noon;13/01/2026
21015019596;Urology;noon;13/01/2026
21015037200;Urology;noon;13/01/2026
21015063751;Urology;noon;13/01/2026
31015003736;Urology;noon;13/01/2026
31015013789;Urology;noon;13/01/2026
11015005752;Cardiology;night;13/01/2026
41015044951;Cardiology;night;13/01/2026
11015001337;Cardiology;night;13/01/2026
41015016223;Cardiology;night;13/01/2026
41015092006;Cardiology;night;13/01/2026
41015010700;Cardiology;night;13/01/2026
41015001382;Cardiology;night;13/01/2026
41015077871;Cardiology;night;13/01/2026
41015093808;Cardiology;night;13/01/2026
11015098778;Cardiology;night;13/01/2026
11015082776;Cardiology;night;13/01/2026
11015073624;Emergency;night;13/01/2026
41015077103;Emergency;night;13/01/2026
41015092541;Emergency;night;13/01/2026
31015063289;Emergency;night;13/01/2026
31015056000;Emergency;night;13/01/2026
31015069746;Emergency;night;13/01/2026
31015085746;Emergency;night;13/01/2026
31015014289;Emergency;night;13/01/2026
31015090543;Emergency;night;13/01/2026
11015032401;Emergency;night;13/01/2026
11015079478;Emergency;night;13/01/2026
11015054930;Gastroenterology;night;13/01/2026
21015050998;Gastroenterology;night;13/01/2026
41015008777;Gastroenterology;night;13/01/2026
41015004165;Gastroenterology;night;13/01/2026
41015046423;Gastroenterology;night;13/01/2026
41015099991;Gastroenterology;night;13/01/2026
41015079851;Gastroenterology;night;13/01/2026
41015007965;Gastroenterology;night;13/01/2026
41015042427;Gastroenterology;night;13/01/2026
11015077700;Gastroenterology;night;13/01/2026
11015080313;Gastroenterology;night;13/01/2026
11015087637;Gynecology;night;13/01/2026
11015004799;Gynecology;night;13/01/2026
31015022813;Gynecology;night;13/01/2026
21015086610;Gynecology;night;13/01/2026
21015016429;Gynecology;night;13/01/2026
21015037399;Gynecology;night;13/01/2026
21015015206;Gynecology;night;13/01/2026
21015003610;Gynecology;night;13/01/2026
21015074231;Gynecology;night;13/01/2026
21015071671;Gynecology;night;13/01/2026
31015023714;Gynecology;night;13/01/2026
11015074295;ICU;night;13/01/2026
21015038487;ICU;night;13/01/2026
41015058240;ICU;night;13/01/2026
31015037674;ICU;night;13/01/2026
31015011442;ICU;night;13/01/2026
41015025311;ICU;night;13/01/2026
41015072046;ICU;night;13/01/2026
41015069292;ICU;night;13/01/2026
41015009847;ICU;night;13/01/2026
21015068550;ICU;night;13/01/2026
31015065483;ICU;night;13/01/2026
11015038780;Internal Medicine;night;13/01/2026
31015092541;Internal Medicine;night;13/01/2026
31015097001;Internal Medicine;night;13/01/2026
11015037601;Internal Medicine;night;13/01/2026
11015008740;Internal Medicine;night;13/01/2026
11015083392;Internal Medicine;night;13/01/2026
11015070805;Internal Medicine;night;13/01/2026
11015073161;Internal Medicine;night;13/01/2026
11015011825;Internal Medicine;night;13/01/2026
11015068907;Internal Medicine;night;13/01/2026
11015034819;Internal Medicine;night;13/01/2026
11015071902;Microbiology;night;13/01/2026
31015008777;Microbiology;night;13/01/2026
41015099063;Microbiology;night;13/01/2026
31015009598;Microbiology;night;13/01/2026
31015003157;Microbiology;night;13/01/2026
41015077951;Microbiology;night;13/01/2026
41015063270;Microbiology;night;13/01/2026
41015056224;Microbiology;night;13/01/2026
41015070182;Microbiology;night;13/01/2026
21015077700;Microbiology;night;13/01/2026
21015027863;Microbiology;night;13/01/2026
21015093390;Neurology;night;13/01/2026
41015014127;Neurology;night;13/01/2026
41015035499;Neurology;night;13/01/2026
11015098983;Neurology;night;13/01/2026
11015047985;Neurology;night;13/01/2026
11015057517;Neurology;night;13/01/2026
11015003451;Neurology;night;13/01/2026
11015072420;Neurology;night;13/01/2026
11015074231;Neurology;night;13/01/2026
11015035765;Neurology;night;13/01/2026
11015031215;Neurology;night;13/01/2026
11015051194;Ophthalmology;night;13/01/2026
21015026999;Ophthalmology;night;13/01/2026
31015061156;Ophthalmology;night;13/01/2026
41015040946;Ophthalmology;night;13/01/2026
41015068774;Ophthalmology;night;13/01/2026
41015024786;Ophthalmology;night;13/01/2026
41015086326;Ophthalmology;night;13/01/2026
41015071494;Ophthalmology;night;13/01/2026
41015076266;Ophthalmology;night;13/01/2026
21015006671;Ophthalmology;night;13/01/2026
31015079432;Ophthalmology;night;13/01/2026
11015021217;Orthopedics;night;13/01/2026
31015096645;Orthopedics;night;13/01/2026
31015074151;Orthopedics;night;13/01/2026
11015007938;Orthopedics;night;13/01/2026
11015060219;Orthopedics;night;13/01/2026
11015086326;Orthopedics;night;13/01/2026
11015001382;Orthopedics;night;13/01/2026
11015027658;Orthopedics;night;13/01/2026
11015016447;Orthopedics;night;13/01/2026
21015033552;Orthopedics;night;13/01/2026
31015046806;Orthopedics;night;13/01/2026
11015015028;Pediatrics;night;13/01/2026
21015074151;Pediatrics;night;13/01/2026
31015038487;Pediatrics;night;13/01/2026
11015077951;Pediatrics;night;13/01/2026
11015087316;Pediatrics;night;13/01/2026
11015063270;Pediatrics;night;13/01/2026
11015075409;Pediatrics;night;13/01/2026
11015092462;Pediatrics;night;13/01/2026
11015011488;Pediatrics;night;13/01/2026
21015062315;Pediatrics;night;13/01/2026
21015016946;Pediatrics;night;13/01/2026
21015097886;Pulmonology;night;13/01/2026
31015018604;Pulmonology;night;13/01/2026
31015066455;Pulmonology;night;13/01/2026
31015029905;Pulmonology;night;13/01/2026
31015072126;Pulmonology;night;13/01/2026
31015030092;Pulmonology;night;13/01/2026
31015085274;Pulmonology;night;13/01/2026
31015011825;Pulmonology;night;13/01/2026
31015096155;Pulmonology;night;13/01/2026
11015079432;Pulmonology;night;13/01/2026
11015066543;Pulmonology;night;13/01/2026
11015066473;Radiology;night;13/01/2026
11015038469;Radiology;night;13/01/2026
11015038307;Radiology;night;13/01/2026
11015005798;Radiology;night;13/01/2026
11015032456;Radiology;night;13/01/2026
11015028853;Radiology;night;13/01/2026
11015063289;Radiology;night;13/01/2026
11015002595;Radiology;night;13/01/2026
11015010700;Radiology;night;13/01/2026
31015093602;Radiology;night;13/01/2026
31015088333;Radiology;night;13/01/2026
11015047725;Surgery;night;13/01/2026
11015094727;Surgery;night;13/01/2026
11015021985;Surgery;night;13/01/2026
11015080368;Surgery;night;13/01/2026
11015005351;Surgery;night;13/01/2026
11015079851;Surgery;night;13/01/2026
11015007670;Surgery;night;13/01/2026
11015037674;Surgery;night;13/01/2026
11015071993;Surgery;night;13/01/2026
31015010345;Surgery;night;13/01/2026
31015082776;Surgery;night;13/01/2026
11015049983;Urology;night;13/01/2026
31015052923;Urology;night;13/01/2026
21015012227;Urology;night;13/01/2026
21015007536;Urology;night;13/01/2026
21015079815;Urology;night;13/01/2026
21015071591;Urology;night;13/01/2026
21015094200;Urology;night;13/01/2026
31015087316;Urology;night;13/01/2026
31015077559;Urology;night;13/01/2026
11015090703;Urology;night;13/01/2026
11015054592;Urology;night;13/01/2026
21015032143;Cardiology;morning;14/01/2026
11015079227;Cardiology;morning;14/01/2026
21015069871;Cardiology;morning;14/01/2026
11015012325;Cardiology;morning;14/01/2026
11015020968;Cardiology;morning;14/01/2026
11015072046;Cardiology;morning;14/01/2026
11015056000;Cardiology;morning;14/01/2026
11015068774;Cardiology;morning;14/01/2026
11015085274;Cardiology;morning;14/01/2026
11015091597;Cardiology;morning;14/01/2026
21015079432;Cardiology;morning;14/01/2026
11015074357;Emergency;morning;14/01/2026
11015078843;Emergency;morning;14/01/2026
11015018604;Emergency;morning;14/01/2026
31015059301;Emergency;morning;14/01/2026
41015030831;Emergency;morning;14/01/2026
41015025259;Emergency;morning;14/01/2026
49900000001;Emergency;morning;14/01/2026
41015063289;Emergency;morning;14/01/2026
41015056000;Emergency;morning;14/01/2026
11015008447;Emergency;morning;14/01/2026
11015068792;Emergency;morning;14/01/2026
21015051979;Gastroenterology;morning;14/01/2026
41015026999;Gastroenterology;morning;14/01/2026
11015009749;Gastroenterology;morning;14/01/2026
11015065624;Gastroenterology;morning;14/01/2026
11015019015;Gastroenterology;morning;14/01/2026
11015032054;Gastroenterology;morning;14/01/2026
11015069746;Gastroenterology;morning;14/01/2026
11015046272;Gastroenterology;morning;14/01/2026
11015075695;Gastroenterology;morning;14/01/2026
11015089948;Gastroenterology;morning;14/01/2026
11015021903;Gastroenterology;morning;14/01/2026
11015096226;Gynecology;morning;14/01/2026
41015002336;Gynecology;morning;14/01/2026
41015096645;Gynecology;morning;14/01/2026
21015011013;Gynecology;morning;14/01/2026
21015095655;Gynecology;morning;14/01/2026
21015020593;Gynecology;morning;14/01/2026
21015057679;Gynecology;morning;14/01/2026
31015086610;Gynecology;morning;14/01/2026
31015016429;Gynecology;morning;14/01/2026
31015034819;Gynecology;morning;14/01/2026
31015042490;Gynecology;morning;14/01/2026
11015090696;ICU;morning;14/01/2026
11015012227;ICU;morning;14/01/2026
11015050587;ICU;morning;14/01/2026
41015092462;ICU;morning;14/01/2026
41015054994;ICU;morning;14/01/2026
41015035872;ICU;morning;14/01/2026
41015016447;ICU;morning;14/01/2026
41015037674;ICU;morning;14/01/2026
41015011442;ICU;morning;14/01/2026
31015077158;ICU;morning;14/01/2026
31015012138;ICU;morning;14/01/2026
11015003086;Internal Medicine;morning;14/01/2026
41015041650;Internal Medicine;morning;14/01/2026
31015038469;Internal Medicine;morning;14/01/2026
11015026953;Internal Medicine;morning;14/01/2026
11015035694;Internal Medicine;morning;14/01/2026
21015071127;Internal Medicine;morning;14/01/2026
21015015607;Internal Medicine;morning;14/01/2026
21015070805;Internal Medicine;morning;14/01/2026
21015028853;Internal Medicine;morning;14/01/2026
11015077425;Internal Medicine;morning;14/01/2026
11015033428;Internal Medicine;morning;14/01/2026
11015064821;Microbiology;morning;14/01/2026
41015061156;Microbiology;morning;14/01/2026
11015052371;Microbiology;morning;14/01/2026
41015095209;Microbiology;morning;14/01/2026
41015002595;Microbiology;morning;14/01/2026
41015033188;Microbiology;morning;14/01/2026
41015005351;Microbiology;morning;14/01/2026
41015009598;Microbiology;morning;14/01/2026
41015003157;Microbiology;morning;14/01/2026
21015041669;Microbiology;morning;14/01/2026
21015004254;Microbiology;morning;14/01/2026
21015071644;Neurology;morning;14/01/2026
41015052923;Neurology;morning;14/01/2026
11015076952;Neurology;morning;14/01/2026
11015035872;Neurology;morning;14/01/2026
11015085746;Neurology;morning;14/01/2026
21015098983;Neurology;morning;14/01/2026
21015020968;Neurology;morning;14/01/2026
21015005798;Neurology;morning;14/01/2026
21015032054;Neurology;morning;14/01/2026
21015060139;Neurology;morning;14/01/2026
21015089948;Neurology;morning;14/01/2026
11015084328;Ophthalmology;morning;14/01/2026
41015022813;Ophthalmology;morning;14/01/2026
11015030145;Ophthalmology;morning;14/01/2026
11015069292;Ophthalmology;morning;14/01/2026
11015019596;Ophthalmology;morning;14/01/2026
11015003610;Ophthalmology;morning;14/01/2026
11015046423;Ophthalmology;morning;14/01/2026
11015024786;Ophthalmology;morning;14/01/2026
11015096155;Ophthalmology;morning;14/01/2026
31015049634;Ophthalmology;morning;14/01/2026
31015097966;Ophthalmology;morning;14/01/2026
21015007359;Orthopedics;morning;14/01/2026
41015004799;Orthopedics;morning;14/01/2026
11015041990;Orthopedics;morning;14/01/2026
11015007965;Orthopedics;morning;14/01/2026
11015076266;Orthopedics;morning;14/01/2026
21015047985;Orthopedics;morning;14/01/2026
21015057517;Orthopedics;morning;14/01/2026
21015073161;Orthopedics;morning;14/01/2026
21015060219;Orthopedics;morning;14/01/2026
31015066543;Orthopedics;morning;14/01/2026
31015046441;Orthopedics;morning;14/01/2026
21015055957;Pediatrics;morning;14/01/2026
31015079227;Pediatrics;morning;14/01/2026
31015076159;Pediatrics;morning;14/01/2026
11015076756;Pediatrics;morning;14/01/2026
11015077871;Pediatrics;morning;14/01/2026
21015012325;Pediatrics;morning;14/01/2026
21015031411;Pediatrics;morning;14/01/2026
29900000002;Pediatrics;morning;14/01/2026
21015078656;Pediatrics;morning;14/01/2026
31015015536;Pediatrics;morning;14/01/2026
31015003932;Pediatrics;morning;14/01/2026
21015093229;Pulmonology;morning;14/01/2026
31015009749;Pulmonology;morning;14/01/2026
41015094727;Pulmonology;morning;14/01/2026
31015097582;Pulmonology;morning;14/01/2026
31015066730;Pulmonology;morning;14/01/2026
41015008740;Pulmonology;morning;14/01/2026
41015065624;Pulmonology;morning;14/01/2026
41015029905;Pulmonology;morning;14/01/2026
41015072126;Pulmonology;morning;14/01/2026
11015043113;Pulmonology;morning;14/01/2026
11015006751;Pulmonology;morning;14/01/2026
21015003022;Radiology;morning;14/01/2026
11015065571;Radiology;morning;14/01/2026
21015094727;Radiology;morning;14/01/2026
11015040027;Radiology;morning;14/01/2026
11015097582;Radiology;morning;14/01/2026
21015037601;Radiology;morning;14/01/2026
21015084621;Radiology;morning;14/01/2026
21015019015;Radiology;morning;14/01/2026
21015007938;Radiology;morning;14/01/2026
31015025801;Radiology;morning;14/01/2026
31015058767;Radiology;morning;14/01/2026
11015004762;Surgery;morning;14/01/2026
21015038469;Surgery;morning;14/01/2026
31015069871;Surgery;morning;14/01/2026
21015066384;Surgery;morning;14/01/2026
21015024198;Surgery;morning;14/01/2026
21015083392;Surgery;morning;14/01/2026
21015032456;Surgery;morning;14/01/2026
